id,throughput_mbps,latency_ms,jitter_ms,packet_loss_pct,avg_packet_size_B,burst_ratio,flow_duration_s,signal_strength_dBm,packets_per_second,retransmission_rate,traffic_class
591,64.802,26.2507,1.6236,0.0911,1486.5275,0.9259,53.6556,-75.0388,751.4505,0.116,File_Transfer
592,11.5765,53.7251,6.0263,1.5273,808.4317,0.4655,23.8663,-78.0163,9.6542,0.551,Web_Browsing
593,4.4054,14.6237,1.9603,0.2636,217.788,0.6886,550.8067,-64.5581,47.2375,0.2048,Online_Gaming
594,4.3726,22.6616,0.9402,0.5124,814.1204,0.5601,2193.9489,-67.2474,50.1619,0.1454,Video_Conferencing
595,0.0763,7.1977,1.0664,0.2959,132.975,0.3998,176.4862,-79.594,21.2208,0.0821,VoIP
596,6.2065,56.114,5.9195,0.6236,764.3174,0.4506,30.2552,-69.7627,233.2422,0.6109,Web_Browsing
597,6.2628,29.0865,8.2791,0.7271,926.1723,0.3673,29.9085,-78.1597,3.2333,0.5223,Web_Browsing
598,1.6422,14.7764,1.3655,0.2781,210.5523,0.2977,735.2182,-61.6626,13.7164,0.0309,Online_Gaming
599,1.3165,13.8703,0.9578,0.475,160.3965,0.5152,554.101,-63.4899,47.1689,0.1356,Online_Gaming
600,5.5615,32.456,6.5668,0.268,913.5799,0.5644,44.7269,-69.4007,21.1796,0.4798,Web_Browsing
601,2.1015,33.2273,0.0,0.0,644.3373,0.4936,22.2477,-76.3148,24.2377,0.5907,Web_Browsing
602,7.5827,47.4025,2.8908,1.3698,719.1203,0.2806,40.0103,-65.625,4.057,0.4689,Web_Browsing
603,0.1573,3.7968,1.3644,0.0962,150.2505,0.2613,90.5771,-63.43,10.1697,0.0732,VoIP
604,2.7511,28.6868,2.4365,0.5138,977.3882,0.5557,1756.3712,-64.6834,8.8936,0.3044,Video_Conferencing
605,2.7748,13.6339,1.2867,0.3255,241.2592,0.4922,723.5881,-67.6615,0.2177,0.0549,Online_Gaming
606,71.1702,48.5631,4.162,0.1075,1487.1727,0.8639,72.5355,-75.5565,37.1787,0.0,File_Transfer
607,68.1477,24.6583,2.5909,0.0047,1521.5346,0.9965,49.5899,-75.5018,449.3013,0.0,File_Transfer
608,103.0878,5.347,1.4499,0.0122,1496.941,0.7301,290.4232,-77.9323,1111.1091,0.3875,Video_Streaming
609,3.7809,26.0996,2.4075,0.4513,706.4419,0.4918,1653.4294,-72.4478,55.3716,0.2286,Video_Conferencing
610,6.6822,16.159,5.0128,1.1838,894.8777,0.4642,22.5353,-74.9035,3.6865,0.3504,Web_Browsing
611,87.9669,9.5127,1.2513,0.6679,1367.3756,0.6378,300.4794,-65.3639,947.2679,0.198,Video_Streaming
612,0.0278,10.2876,0.9109,0.1755,178.6863,0.3599,123.2274,-73.0114,11.2466,0.0221,VoIP
613,0.1123,10.5387,0.979,0.155,180.6037,0.2747,121.6924,-69.4507,9.77,0.0797,VoIP
614,4.2481,18.0798,1.8928,0.2749,190.0692,0.3855,430.9081,-70.5873,15.3027,0.3861,Online_Gaming
615,40.0749,52.0341,2.7644,0.1693,1482.1084,0.8996,89.9196,-72.007,308.091,0.035,File_Transfer
616,70.6168,20.2914,2.145,0.3512,1210.4954,0.7203,365.7685,-72.0962,32.0556,0.3919,Video_Streaming
617,10.8507,50.3633,6.7683,1.6052,919.7342,0.4524,31.8813,-61.0894,3.5887,0.4969,Web_Browsing
618,52.7709,39.5914,3.0259,0.1216,1533.6398,0.8178,69.262,-79.3463,883.3755,0.1127,File_Transfer
619,77.1912,14.1,1.3333,0.9916,1594.0867,0.5862,267.5211,-67.6943,433.7154,0.1693,Video_Streaming
620,10.3425,68.1018,4.8564,1.3384,936.2205,0.4722,42.8083,-74.8501,41.3129,0.4359,Web_Browsing
621,53.5301,42.6532,3.4444,0.141,1582.2598,0.957,66.8839,-74.5041,877.4506,0.08,File_Transfer
622,0.131,11.6317,0.6545,0.1986,143.9581,0.3483,125.3093,-72.1637,0.1226,0.0734,VoIP
623,6.1979,47.5232,2.9623,1.1136,760.012,0.3193,9.3822,-71.2401,38.707,0.4373,Web_Browsing
624,56.5704,10.408,2.215,0.0871,1386.3472,0.8904,102.2446,-74.034,569.3582,0.0315,File_Transfer
625,104.9344,17.9583,1.7785,0.661,1393.7253,0.6696,294.9706,-61.0905,429.8014,0.1777,Video_Streaming
626,3.2761,10.3016,1.5204,0.3151,203.9444,0.3455,555.2093,-67.0531,88.3196,0.2022,Online_Gaming
627,88.6249,16.6244,2.2826,0.3294,1546.1799,0.6906,262.3008,-70.9411,484.0782,0.2624,Video_Streaming
628,69.0638,22.3876,2.112,0.4453,1582.6209,0.6901,291.7271,-74.4129,157.4979,0.4467,Video_Streaming
629,0.0156,72.865,4.5848,3.7971,63.7143,0.132,10.4853,-85.3578,1.7382,0.9062,IoT_Sensor
630,44.124,40.3313,1.6138,0.1482,1524.9992,0.8808,56.9123,-66.418,321.0972,0.0,File_Transfer
631,4.3414,25.6625,4.1768,0.0479,1437.2042,0.9136,95.9647,-76.6227,515.9696,0.0,File_Transfer
632,0.115,11.7286,0.2436,0.4252,191.8543,0.2788,158.3039,-64.7075,3.9097,0.0892,VoIP
633,4.0167,28.5897,1.849,0.2254,589.0507,0.7982,1844.4352,-63.4644,52.6266,0.2487,Video_Conferencing
634,8.0093,47.4799,3.6186,0.6168,682.0263,0.2079,35.0681,-72.4895,10.1774,0.3907,Web_Browsing
635,2.139,39.1623,1.7792,0.5644,756.8637,0.5437,1994.2004,-73.6743,26.5128,0.0659,Video_Conferencing
636,0.0151,102.8628,10.4179,1.6798,65.1522,0.1222,15.7203,-84.99,0.5242,1.0,IoT_Sensor
637,0.0122,84.0604,9.1635,2.124,55.4522,0.1273,8.8846,-92.0344,3.7142,0.8668,IoT_Sensor
638,83.0582,34.4125,3.8394,0.0783,1485.6251,0.7966,98.4418,-59.6333,559.6883,0.0781,File_Transfer
639,3.3066,18.393,1.3928,0.2947,253.5504,0.574,728.2242,-61.1755,59.6105,0.1006,Online_Gaming
640,0.0551,8.8895,0.7688,0.0545,154.7717,0.2961,100.2553,-72.9634,39.5318,0.064,VoIP
641,5.3936,43.1914,7.8775,1.2706,759.2072,0.5385,17.7266,-69.6228,16.364,0.5494,Web_Browsing
642,4.1064,31.2928,2.2102,0.2019,973.8993,0.7559,1469.144,-65.999,106.5388,0.4129,Video_Conferencing
643,67.8692,21.21,1.129,0.0273,1488.0668,0.8825,60.1187,-68.4153,194.1552,0.2593,File_Transfer
644,0.0136,94.5853,10.3112,1.7039,84.4919,0.0981,7.9123,-71.8406,11.7055,0.9767,IoT_Sensor
645,4.8093,14.572,1.29,0.3563,209.0482,0.5588,703.5096,-68.2824,0.5572,0.3364,Online_Gaming
646,0.0131,87.5642,9.1384,2.0337,73.7266,0.083,6.1083,-76.0141,21.889,0.8115,IoT_Sensor
647,0.0016,80.8726,13.2989,4.0588,80.4878,0.0931,9.6735,-84.0368,33.205,1.0,IoT_Sensor
648,0.4428,72.0612,5.4171,1.5477,645.8562,0.3772,15.1094,-77.1083,17.8487,0.4993,Web_Browsing
649,1.8966,29.7879,1.6327,0.4469,914.4901,0.5348,1700.8626,-67.7549,29.7934,0.3154,Video_Conferencing
650,85.4816,29.2975,1.4385,0.6778,1377.7178,0.7822,374.4358,-67.6366,1318.6734,0.4518,Video_Streaming
651,4.2267,24.3906,2.5138,0.422,1008.3404,0.6573,1568.3172,-73.5664,21.1732,0.4155,Video_Conferencing
652,63.2956,31.6687,2.6525,0.1349,1498.4108,0.866,72.3769,-71.1475,480.1839,0.1106,File_Transfer
653,30.9132,23.6843,2.1053,0.1553,1451.795,0.814,56.4008,-77.0526,140.2728,0.1237,File_Transfer
654,2.8043,59.8224,4.4375,0.7678,761.9137,0.179,23.0177,-69.8647,12.9317,0.5591,Web_Browsing
655,0.0917,13.4996,0.611,0.2925,149.1765,0.2424,109.8856,-71.4722,17.2891,0.1098,VoIP
656,5.7398,48.4742,1.8953,0.7005,654.0265,0.2592,49.866,-65.891,190.6631,0.5814,Web_Browsing
657,94.4693,11.0819,2.8529,0.5074,1402.0037,0.6372,248.7009,-64.9025,214.0689,0.1496,Video_Streaming
658,4.8019,63.0976,3.1563,0.9723,1067.9166,0.2467,22.8225,-78.5316,28.8237,0.4339,Web_Browsing
659,0.0992,10.3959,0.6095,0.2598,158.8074,0.2882,118.2776,-79.0213,6.4991,0.0983,VoIP
660,0.0045,54.5648,4.0194,3.098,58.4074,0.0798,9.0621,-82.2236,3.131,0.9114,IoT_Sensor
661,61.5136,19.1422,1.8646,0.8132,1292.6298,0.6648,334.8374,-70.2173,5.0408,0.2162,Video_Streaming
662,0.0039,105.0449,10.0007,1.3174,80.9616,0.1326,10.8136,-83.9999,2.1651,0.9461,IoT_Sensor
663,0.0516,14.2811,0.594,0.0461,163.2334,0.312,93.2333,-78.7521,21.4187,0.1459,VoIP
664,104.8099,27.3648,1.7191,0.6989,1415.1541,0.8723,236.5407,-76.6495,553.4223,0.2981,Video_Streaming
665,0.0098,82.3952,10.7131,1.8467,77.5953,0.088,7.8814,-79.9959,1.8898,1.0,IoT_Sensor
666,71.5791,14.6188,2.5878,0.6669,1306.5761,0.817,323.3583,-67.149,2310.3806,0.2468,Video_Streaming
667,6.426,47.8546,6.4151,1.8624,1070.5328,0.2708,29.1505,-76.2033,97.393,0.4775,Web_Browsing
668,2.2194,57.8792,4.113,1.6966,903.8408,0.324,21.289,-73.4881,156.3661,0.4551,Web_Browsing
669,0.119,8.7592,1.0564,0.1323,134.4492,0.2763,132.5389,-68.4476,7.3044,0.0,VoIP
670,4.1978,18.0402,1.732,0.5119,1018.4015,0.5115,2056.1126,-69.723,49.4016,0.2051,Video_Conferencing
671,0.014,66.3401,12.6743,3.0363,49.0725,0.1269,10.1556,-85.2116,4.4519,0.9196,IoT_Sensor
672,0.0442,14.4638,1.2591,0.1646,164.9637,0.2423,102.8497,-60.0995,8.3615,0.0877,VoIP
673,0.0072,107.6087,11.4069,3.8033,76.5467,0.1114,7.1636,-93.2439,26.8732,0.7723,IoT_Sensor
674,2.0832,16.9404,1.4538,0.3177,190.6022,0.5032,783.9294,-68.4764,7.3124,0.2122,Online_Gaming
675,0.0143,18.1753,15.2466,3.4404,80.8493,0.1255,14.1964,-88.1725,13.3257,0.9618,IoT_Sensor
676,79.9401,17.9483,1.0111,0.5022,1375.6472,0.688,389.7424,-66.5407,422.5834,0.3436,Video_Streaming
677,0.0494,9.5135,0.8283,0.0883,180.0732,0.3334,131.1067,-71.6975,44.6471,0.2141,VoIP
678,0.0,161.4892,7.3293,2.2381,51.5436,0.0853,6.99,-92.2804,4.4895,1.0,IoT_Sensor
679,0.0101,110.9316,8.4507,1.2034,71.4078,0.1087,15.8708,-91.9378,41.8238,0.928,IoT_Sensor
680,3.6181,24.3841,2.0269,0.4903,1193.3706,0.6222,1828.6592,-66.5328,5.9244,0.2832,Video_Conferencing
681,69.6475,16.2355,2.2756,0.5276,1321.5741,0.7718,295.0605,-73.539,35.2157,0.3179,Video_Streaming
682,0.0202,85.4589,10.2972,2.3772,64.4847,0.0875,14.2013,-84.1573,6.7505,1.0,IoT_Sensor
683,42.6943,38.3177,4.952,0.0809,1523.2861,0.9038,16.6756,-73.0867,72.8416,0.2639,File_Transfer
684,4.4459,13.8961,2.1608,0.3837,966.2292,0.5158,1327.7444,-63.9093,39.4679,0.0627,Video_Conferencing
685,1.7855,17.3208,1.766,0.3681,165.5144,0.5556,613.1021,-60.443,12.3724,0.2289,Online_Gaming
686,6.2666,29.1566,4.4001,0.637,813.4445,0.3641,25.8943,-74.4138,5.8663,0.5566,Web_Browsing
687,62.9379,16.4637,1.5917,0.2444,1464.0729,0.7522,322.0232,-69.9347,249.0765,0.3128,Video_Streaming
688,4.1284,11.064,1.6157,0.3495,184.8644,0.5335,454.5347,-71.4122,150.2066,0.2668,Online_Gaming
689,4.9385,28.1003,2.3193,0.521,869.6518,0.6526,1594.4387,-64.3334,23.6662,0.2185,Video_Conferencing
690,2.2869,16.6644,1.5107,0.3956,149.3394,0.6831,510.6587,-70.022,9.2384,0.1534,Online_Gaming
691,91.4313,22.3944,1.9787,0.0561,1525.9706,0.6773,445.6001,-70.3016,644.4455,0.2354,Video_Streaming
692,60.9971,36.1232,3.6376,0.1509,1556.6699,0.9219,55.0971,-73.6699,204.4752,0.0553,File_Transfer
693,80.5401,22.6198,1.5992,0.3346,1371.6837,0.7861,247.1569,-67.8714,1172.4714,0.269,Video_Streaming
694,0.1459,10.6017,0.5313,0.1811,124.8386,0.3564,125.6603,-77.4021,3.867,0.2854,VoIP
695,91.6511,22.9708,3.9185,0.0914,1511.4362,0.9358,63.3384,-64.6494,12.0748,0.0091,File_Transfer
696,0.0108,124.0843,14.3999,2.9871,59.8649,0.0918,7.0873,-80.9937,21.4237,1.0,IoT_Sensor
697,2.7223,17.4876,1.5026,0.1784,90.9008,0.3875,670.1377,-60.762,25.5179,0.1676,Online_Gaming
698,4.7748,31.776,2.0076,0.4522,953.2397,0.5617,1600.8277,-65.1191,40.2561,0.3968,Video_Conferencing
699,2.2952,68.0553,4.1466,0.9506,629.3989,0.4479,38.2822,-66.6359,53.1401,0.5262,Web_Browsing
700,2.6703,23.0152,2.6589,0.3772,790.5541,0.5822,2046.3759,-63.7055,5.2666,0.0,Video_Conferencing
701,90.1233,13.1763,1.8597,0.5618,1413.1798,0.8232,321.9802,-74.3796,1404.2801,0.0854,Video_Streaming
702,2.6448,10.86,1.2358,0.1603,215.9157,0.6052,496.185,-69.9662,94.5138,0.0229,Online_Gaming
703,3.7813,27.0949,2.4045,0.4876,1122.0307,0.7415,1542.68,-71.1369,5.5723,0.2809,Video_Conferencing
704,5.4007,59.2318,1.7334,0.6183,747.6326,0.2875,36.8282,-85.3889,253.0125,0.6112,Web_Browsing
705,7.278,65.112,6.9903,0.9517,827.934,0.4367,24.8612,-71.5837,164.7106,0.7206,Web_Browsing
706,88.3,18.3687,1.2165,0.5955,1338.9901,0.5061,268.0049,-69.1438,736.2557,0.2067,Video_Streaming
707,4.0769,78.2534,2.8625,0.7874,844.159,0.5768,38.3182,-71.7059,98.7716,0.5705,Web_Browsing
708,0.0065,106.1886,11.8476,4.2054,72.9554,0.1226,13.1631,-90.692,10.3512,0.9156,IoT_Sensor
709,0.0113,96.5537,12.6865,0.4247,75.8942,0.1022,11.8801,-84.3407,5.161,1.0,IoT_Sensor
710,2.7775,59.752,1.6586,0.7873,865.0791,0.4894,41.4137,-79.5763,58.0429,0.4831,Web_Browsing
711,75.2063,9.1469,2.196,0.4773,1302.1559,0.7202,287.9286,-67.4544,462.8711,0.1287,Video_Streaming
712,2.8781,19.9386,1.4435,0.3574,273.4687,0.6045,743.7341,-66.1207,15.4269,0.1548,Online_Gaming
713,4.4792,19.1083,0.8214,0.1132,794.7911,0.5015,1895.2298,-60.3904,8.9939,0.1531,Video_Conferencing
714,0.1266,13.8309,1.1854,0.2729,195.3071,0.2556,76.763,-74.0477,14.6524,0.0206,VoIP
715,1.679,18.5426,1.4884,0.2774,231.5417,0.4279,635.9082,-65.959,23.43,0.1876,Online_Gaming
716,4.739,22.3896,1.5799,0.3372,212.5726,0.5159,583.0528,-64.4038,18.9657,0.1444,Online_Gaming
717,0.0228,7.675,0.6539,0.1197,165.8849,0.2863,153.1106,-79.7663,7.1018,0.0295,VoIP
718,0.0066,98.8827,11.5787,0.8848,74.0115,0.1053,10.9392,-79.1587,26.0299,0.9993,IoT_Sensor
719,2.5663,31.4508,2.2187,0.5969,924.3845,0.7023,1956.1785,-76.9907,20.6311,0.436,Video_Conferencing
720,38.7027,29.1824,2.1667,0.086,1445.8818,0.8724,75.0849,-72.5599,536.1957,0.0238,File_Transfer
721,0.7592,15.3826,1.6344,0.2194,245.4465,0.5096,570.3948,-65.3017,4.1845,0.1458,Online_Gaming
722,4.8696,13.6906,2.1428,0.3261,962.2774,0.503,1904.0356,-75.3726,39.4463,0.2768,Video_Conferencing
723,0.013,110.8205,10.0951,0.4115,72.7925,0.1158,10.3055,-82.5484,1.3745,0.9406,IoT_Sensor
724,104.1167,18.9853,2.6541,0.7039,1377.2234,0.7074,313.5636,-61.5509,514.148,0.2542,Video_Streaming
725,0.011,90.682,9.2606,2.8315,64.2416,0.1339,8.2515,-86.2437,42.7353,0.9948,IoT_Sensor
726,72.8041,30.4852,2.9187,0.046,1554.4327,0.8749,80.5374,-74.354,334.9062,0.1088,File_Transfer
727,53.8278,25.3513,3.9444,0.1634,1440.96,0.9305,62.171,-74.8956,95.2219,0.1091,File_Transfer
728,44.6645,27.3184,2.8701,0.0906,1499.599,0.9704,64.7929,-71.8534,687.5833,0.0281,File_Transfer
729,99.8438,17.4982,1.7115,0.2481,1477.6808,0.6738,296.7555,-66.2048,354.7506,0.1132,Video_Streaming
730,1.9169,54.6866,6.7937,1.8229,1164.4476,0.4006,42.5414,-74.1541,32.2629,0.4799,Web_Browsing
731,0.0218,8.3873,1.1498,0.2387,167.177,0.28,122.2706,-79.726,7.3845,0.1346,VoIP
732,108.6003,18.4869,2.0707,0.351,1466.8418,0.7086,347.4899,-73.0966,1057.2696,0.2211,Video_Streaming
733,32.7637,23.332,2.1923,0.0795,1461.1817,0.7888,34.865,-75.0038,845.9525,0.0,File_Transfer
734,94.94,17.7642,2.1086,0.2936,1275.2372,0.6266,251.304,-65.0634,145.1178,0.3925,Video_Streaming
735,2.8108,16.0284,1.7296,0.5035,178.7526,0.6963,643.7843,-69.219,5.438,0.2395,Online_Gaming
736,0.1357,17.4263,1.1841,0.3734,182.0805,0.3225,122.6671,-70.5053,3.1968,0.0,VoIP
737,3.1678,24.0549,2.2114,0.5095,795.7665,0.4945,1874.808,-71.798,48.6976,0.2437,Video_Conferencing
738,0.0045,98.5173,14.5103,1.8378,55.7021,0.0955,9.7437,-71.6765,28.67,0.9149,IoT_Sensor
739,93.117,25.9521,1.8015,0.406,1258.7359,0.6489,370.7603,-68.1077,339.8003,0.2697,Video_Streaming
740,53.1678,35.1434,2.9917,0.1401,1559.449,0.897,70.8091,-69.9624,12.4159,0.0064,File_Transfer
741,86.9723,14.9935,1.4877,0.3689,1333.1091,0.7818,276.799,-77.0498,3578.8324,0.3267,Video_Streaming
742,0.1029,6.7442,1.1315,0.2693,156.7333,0.2507,64.7876,-76.6331,1.427,0.0249,VoIP
743,44.8985,38.0022,2.3142,0.0386,1496.9483,0.868,72.9129,-81.8384,163.654,0.0483,File_Transfer
744,33.9645,28.4617,4.061,0.0983,1488.2623,0.8023,50.3753,-73.6088,157.6777,0.03,File_Transfer
745,4.6628,16.42,2.1461,0.5187,1011.6621,0.5572,1407.5952,-63.2061,48.8236,0.218,Video_Conferencing
746,3.4579,27.0095,1.8045,0.3746,928.0645,0.6527,1770.103,-77.44,162.8935,0.0363,Video_Conferencing
747,2.2929,13.5412,1.9639,0.2504,225.226,0.4318,621.8063,-67.58,54.1395,0.1432,Online_Gaming
748,58.6492,17.4963,1.5297,0.514,1339.176,0.7315,308.9237,-73.7016,1.2613,0.4016,Video_Streaming
749,4.3471,14.1298,1.938,0.296,183.8118,0.5846,529.9025,-70.9435,2.2613,0.1865,Online_Gaming
750,0.0058,109.7651,9.4547,2.1451,53.6253,0.1001,4.336,-92.5038,1.8432,0.9278,IoT_Sensor
751,7.0491,71.9911,6.313,1.1358,766.6599,0.295,31.6961,-81.6464,378.5369,0.6284,Web_Browsing
752,0.0569,11.0492,0.8437,0.2753,152.3207,0.3209,121.0633,-78.4021,1.8343,0.1512,VoIP
753,84.6468,18.8677,2.6866,0.0939,1487.6055,0.9161,86.2953,-72.684,1543.0964,0.0,File_Transfer
754,0.08,10.6967,1.175,0.357,176.6312,0.3009,119.7866,-71.6948,12.856,0.1304,VoIP
755,4.818,70.9696,7.9579,1.2001,1039.0202,0.4991,27.0943,-64.9068,37.9211,0.256,Web_Browsing
756,5.1319,24.7512,2.4911,0.3787,1074.5357,0.5481,2229.1797,-73.2795,6.8062,0.311,Video_Conferencing
757,60.972,14.4707,2.6291,0.0649,1519.5238,0.9093,27.545,-76.7748,1297.1887,0.0246,File_Transfer
758,0.131,8.8391,1.5414,0.2797,145.0428,0.2251,120.5036,-78.2715,17.7407,0.0,VoIP
759,0.0925,11.948,1.4412,0.2005,145.2256,0.388,72.6296,-73.9285,25.5471,0.1398,VoIP
760,4.7386,7.1827,0.6494,0.4282,204.5849,0.4287,754.2712,-76.8354,43.8418,0.4224,Online_Gaming
761,2.1833,17.4073,1.7721,0.1908,241.7848,0.6353,805.5061,-70.4854,36.8148,0.323,Online_Gaming
762,0.0047,154.5163,10.1677,1.047,49.6983,0.1014,2.2921,-67.7026,11.0742,1.0,IoT_Sensor
763,2.596,12.1397,1.338,0.3471,298.4444,0.5182,282.7807,-63.4912,102.3883,0.1019,Online_Gaming
764,0.0086,99.8264,6.1521,2.7576,79.0096,0.0648,8.6067,-93.7572,1.9395,1.0,IoT_Sensor
765,1.5459,17.1059,1.9767,0.2838,200.3324,0.3826,637.7596,-68.2976,50.2471,0.1573,Online_Gaming
766,81.9226,17.0196,2.0462,0.611,1292.4712,0.8308,202.634,-69.621,351.2955,0.0934,Video_Streaming
767,45.0249,23.2631,2.3993,0.0107,1591.5824,0.8695,108.9197,-76.5412,860.7256,0.0603,File_Transfer
768,0.127,11.5859,1.0418,0.3279,162.6283,0.2536,159.2828,-87.3038,31.4617,0.0988,VoIP
769,0.009,132.6365,12.2883,2.4113,61.5207,0.0918,5.9256,-87.475,4.4864,0.9895,IoT_Sensor
770,109.0638,23.9747,2.2385,0.457,1351.5269,0.6945,334.0182,-70.0656,143.1841,0.2023,Video_Streaming
771,67.0013,24.2386,2.4401,0.0994,1538.2676,1.0,77.6833,-73.7975,29.5482,0.1163,File_Transfer
772,47.5019,8.8786,3.0389,0.0549,1431.8794,0.9408,51.5792,-65.3248,259.9005,0.0,File_Transfer
773,0.0149,72.5244,10.1922,2.539,83.9152,0.1286,11.9721,-96.308,27.7318,0.9008,IoT_Sensor
774,0.1238,10.6958,1.2863,0.2271,132.8461,0.2213,74.2552,-65.3749,6.6729,0.076,VoIP
775,0.0,6.6517,1.0611,0.1428,181.8378,0.2331,83.4354,-66.5888,4.7969,0.0867,VoIP
776,44.4095,39.2701,4.3046,0.1935,1527.8839,0.9281,78.2986,-71.5734,184.2393,0.0,File_Transfer
777,3.6726,28.649,4.8411,1.534,909.7082,0.4703,36.9552,-72.9867,94.7016,0.2485,Web_Browsing
778,0.0687,7.7784,1.1261,0.0927,117.5168,0.2383,78.6509,-78.466,2.5144,0.2465,VoIP
779,74.3911,22.8653,2.4579,0.0823,1530.0902,0.8531,69.1804,-78.6194,74.7509,0.2523,File_Transfer
780,0.0,30.8661,1.1102,0.1011,1522.7107,0.8589,13.4851,-68.7477,671.1585,0.0796,File_Transfer
781,3.2189,13.8523,1.4676,0.4102,206.0926,0.4834,444.4574,-65.6694,123.6036,0.0763,Online_Gaming
782,0.0711,10.6096,0.8368,0.1903,190.9404,0.3445,114.595,-73.5311,0.7887,0.1823,VoIP
783,0.0084,85.4121,10.768,3.4684,61.6846,0.132,6.49,-81.0658,3.0596,0.8977,IoT_Sensor
784,4.2373,35.1042,2.4796,0.7313,853.6126,0.5285,1631.2131,-67.7052,213.0968,0.3414,Video_Conferencing
785,4.0836,16.3901,2.0984,0.5978,659.4253,0.7425,1746.7153,-70.1107,36.6208,0.2314,Video_Conferencing
786,87.5888,11.48,1.2891,0.581,1457.1859,0.6633,312.7268,-74.7825,424.582,0.2356,Video_Streaming
787,0.0132,103.8186,12.8716,0.3222,63.2733,0.1191,11.0172,-88.7156,30.1694,1.0,IoT_Sensor
788,50.3249,42.6144,3.12,0.0393,1515.5597,0.8817,72.1202,-70.8007,140.3207,0.0086,File_Transfer
789,88.2803,22.2127,0.8698,0.4063,1259.3499,0.7862,193.7277,-79.0412,94.1847,0.2646,Video_Streaming
790,1.8822,11.7154,1.7558,0.3346,209.8379,0.2823,733.8987,-64.9119,9.4735,0.1727,Online_Gaming
791,64.9617,30.762,2.5511,0.0894,1393.4907,0.9129,77.7982,-70.3089,229.8822,0.0,File_Transfer
792,3.0281,12.5102,1.9544,0.5448,972.2126,0.586,1609.7238,-67.8601,43.0137,0.2528,Video_Conferencing
793,36.6229,47.0632,3.0061,0.0969,1540.8155,0.7824,65.5565,-73.1698,742.8433,0.0564,File_Transfer
794,3.7853,21.6619,1.9468,0.3581,978.4143,0.6034,2228.1022,-74.1135,62.9524,0.1619,Video_Conferencing
795,7.7149,46.4562,6.2868,0.7745,742.9792,0.547,39.9566,-71.4572,20.3322,0.3262,Web_Browsing
796,0.0349,10.0251,1.1317,0.1505,143.6756,0.2878,121.2369,-81.5242,14.5567,0.0,VoIP
797,48.473,46.2996,2.9243,0.1734,1481.6077,0.8338,53.4264,-65.5586,32.451,0.1546,File_Transfer
798,39.0145,31.5832,3.3985,0.0,1405.3949,0.867,86.6637,-70.7634,366.6907,0.0,File_Transfer
799,5.2048,29.7715,2.8514,0.3088,738.6528,0.6952,1540.045,-70.793,29.7755,0.2802,Video_Conferencing
800,2.3147,11.3313,1.6209,0.2873,185.0629,0.679,644.3422,-69.3206,7.0145,0.108,Online_Gaming
801,91.8163,20.6059,0.8621,0.7268,1597.2196,0.6652,310.7335,-68.0856,629.0841,0.2499,Video_Streaming
802,4.2934,22.2281,1.7832,0.2775,1065.2014,0.5686,1677.2929,-70.4098,58.7202,0.0769,Video_Conferencing
803,4.7287,15.3102,1.3605,0.2982,251.676,0.6654,621.1311,-59.401,77.3183,0.2792,Online_Gaming
804,37.1155,19.3514,3.2906,0.1174,1483.5401,0.7932,85.9422,-67.6207,560.5721,0.0,File_Transfer
805,1.8195,14.2687,3.0786,1.4499,770.2058,0.3659,46.4431,-76.9633,73.459,0.6471,Web_Browsing
806,0.0793,8.5853,1.1032,0.0754,143.6874,0.2897,135.7189,-76.3798,1.2419,0.245,VoIP
807,0.0431,10.3298,1.1193,0.157,139.1763,0.3113,115.6712,-74.8536,8.1608,0.0635,VoIP
808,0.0085,60.0635,7.0967,3.1438,68.5242,0.0835,5.9338,-94.5015,30.7316,1.0,IoT_Sensor
809,4.1787,8.5911,0.9932,0.2455,262.7276,0.3487,657.3854,-72.469,12.8069,0.1557,Online_Gaming
810,40.8197,18.9858,2.261,0.0514,1493.8135,0.8773,43.9692,-79.2215,967.4866,0.0,File_Transfer
811,2.688,10.7911,1.6189,0.313,271.0396,0.4603,519.7532,-59.1897,49.9762,0.1599,Online_Gaming
812,5.1298,14.5317,1.4335,0.1927,663.1532,0.488,1568.2598,-70.8198,79.5806,0.2436,Video_Conferencing
813,0.0053,124.7025,7.4838,1.6515,71.81,0.0811,9.0559,-84.3819,0.4236,1.0,IoT_Sensor
814,0.1722,9.8831,1.4584,0.2956,153.8154,0.3135,100.4212,-80.2056,5.4103,0.0,VoIP
815,1.9548,15.6986,1.2343,0.3147,252.34,0.5383,499.1396,-70.9106,30.891,0.0,Online_Gaming
816,2.5998,34.1633,1.7684,0.437,634.8072,0.5347,1334.1774,-71.6122,15.4804,0.2425,Video_Conferencing
817,0.0075,122.8033,12.2608,1.8995,71.627,0.0798,14.6871,-76.6401,10.9866,0.934,IoT_Sensor
818,7.6038,43.3998,1.6857,0.5425,1140.8761,0.2852,10.033,-71.4121,20.1915,0.4623,Web_Browsing
819,0.0061,159.9567,5.6319,1.9221,51.1526,0.1158,6.5657,-72.0687,10.8302,1.0,IoT_Sensor
820,65.5735,35.4106,2.8784,0.0697,1531.6135,0.8228,43.523,-74.8283,719.2661,0.188,File_Transfer
821,1.2059,31.7836,7.7783,0.16,761.1105,0.4548,20.5645,-70.0815,10.5862,0.3111,Web_Browsing
